"Indicator type","Indicator","Description"
"FileHash-SHA1","d14a6e699a1f0805bd1248c80c2dc9dfccf0f403","SHA1 of 0e66029132a885143b87b1e49e32663a52737bbff4ab96186e9e5e829aa2915f"
"FileHash-SHA1","3e86304198d1185a36834e59147fc767315d8678","SHA1 of 0f178bc093b6b9d25924a85d9a7dde64592215599733e83e3bbc6df219564335"
"FileHash-SHA1","04fcf62555cf2cfaf4ed2d0ac7e973b3215b2de7","SHA1 of 0f5d71496ab540c3395cfc024778a7ac5c6b5418f165cc753ea2b2befbd42d51"
"FileHash-SHA1","01890a3874787dcd74fc548d724b32ed9562abe4","SHA1 of 13849c0c923bfed5ab37224d59e2d12e3e72f97dc7f539136ae09484cbe8e5e0"
"FileHash-SHA1","0cc92cccebed351b1b5e6b28082af5e00da28678","SHA1 of 15a7d528587ffc860f038bb5be5e90b79060fbba5948766d9f8aa46381ccde8a"
"FileHash-SHA1","a4c486b0926f55e99d12f749135612602cc4bf64","SHA1 of 1b109db549dd0bf64cadafec575b5895690760c7180a4edbf0c5296766162f18"
"FileHash-SHA1","7df22f2fbe86a07070f262f94e233860b6ae66b2","SHA1 of 1e3bf358c76f4030ffc4437d5fcd80c54bd91b361abb43a4fa6340e62d986770"
"FileHash-SHA1","35c0d5bb87ea4416579221039cda0a7f6acc5bce","SHA1 of 256e2bf5f3c819e0add95147b606dc314bbcbac32a801a59584f43a4575e25dc"
"FileHash-SHA1","791f60a24f9b6589a2afed48b3ec17fad43bc1db","SHA1 of 26b6a9fecfc9d4b4b2c2ff02885b257721687e6b820f72cf2e66c1cae2675739"
"FileHash-SHA1","6bfb424386f77a4301265084619aec5c541b6896","SHA1 of 2b8117925b4b5b39192aaaea130426bda39ebb5f363102641003f2c2cb33b785"
"FileHash-SHA1","aa1272d583af193518d7298b7970abfd49a6c203","SHA1 of 3f29a368c48b0a851db473a70498e168d59c75b7106002ac533711ca5cfabf89"
"FileHash-SHA1","71e7990c8c81ef6c4e265eae11030886c40cc8b0","SHA1 of 410c884d883ebe2172507b5eadd10bc8a2ae2564ba0d33b1e84e5f3c22bd3677"
"FileHash-SHA1","4c1f990688b1aa874309cdf9f0b0a5a5463be562","SHA1 of 4acc0b5ed29adf00916dea7652bcab8012d83d924438a410bee32afbcdb995cc"
"FileHash-SHA1","c8156ac972ec54ab9f608ba25bd8c73c95ebe435","SHA1 of 5b9bae348788cd2a1ce0ba798f9ae9264c662097011adbd44ecfab63a8c4ae28"
"FileHash-SHA1","e07bcf36fa2f8f75575281ca30d5badbdc31ba62","SHA1 of 6292c2294ad1e84cd0925c31ee6deb7afd300f935004a9e8a7a43bf80034abae"
"FileHash-SHA1","4d0e6d7af9a5edece5273f3c312fdd3b9c229409","SHA1 of 69d9dd7fdd88f33e2343fb391ba063a65fe5ffbe649da1c5083ec4a67c525997"
"FileHash-SHA1","5c424b52eb9f38b9d867bc6e49f2ef2f255a29f9","SHA1 of 83ab7a2bcac146db472f3b930c01af5b6d3d978ead7b14a9d0ac16e1a76e9f9d"
"FileHash-SHA1","0d80e47173d8952f35edc76f0fc8c74b4829ee49","SHA1 of 9bc98d15f243257c1b5bca59464abe68c680cd5482ba9f5082201dde41a016cf"
"FileHash-SHA1","d3ed3bab0119c38cf0be0e7039a3a501c0978e75","SHA1 of a0085da4a920e92d8f59fefa6f25551655ca911382b5e34df76a9333ac8b7214"
"FileHash-SHA1","feb75d9fa629847aa841634b8c193c75bfc8f6fb","SHA1 of a03326ac8efa930e10091a374d40ddab9f7c2f12246d6ef7983bad93256f1f3a"
"FileHash-SHA1","c6c4b479e94a7becac83f06f5329eab4f0cc0e38","SHA1 of a1360645cf3113715cc023d2e4cf9f6f3a6278abcf4499f0ba7cd76c82839eb0"
"FileHash-SHA1","5cfdfa1aa620ad8dcf85685b0f8103441211e0ed","SHA1 of ce8559871b410e23057393eb2d9fb76ec902da2ff1f8006ad312c81852a41f6f"
"FileHash-SHA1","307088ae7027b55541311fd70a9337ff3709fccf","SHA1 of e3f236e4aeb73f8f8f0caebe46f53abbb2f71fa4b266a34ab50e01933709e877"
"FileHash-SHA1","f6e8feb1eb645e122de8bded0360ee9ecdafc823","SHA1 of ec88f821d22e5553afb94b4834f91ecdedeb27d9ebfd882a7d8f33b5f12ac38d"
"FileHash-SHA1","a72e18efa33f1e3438dbb4451c335d487cbd4082","SHA1 of ffbb6c4d8d704a530bdd557890f367ad904c09c03f53fda5615a7208a0ea3e4d"
"domain","lockbitkodidilol.onion",""
"domain","lockbitks2tvnmwk.onion",""
"URL","http://lockbitks2tvnmwk.onion/",""
"email","ondrugs@firemail.cc",""
"YARA","dd5ad857844781b1c3ac9370290ddb8c200ada28",""
"YARA","7605a6033e2c11d16d885b9e3033601f704d8050",""
"YARA","463f52571f6246178c5467a9ac0dfdadaac78c3b",""
"YARA","56d13583470a677c02d8f372e23de7954fb1183a",""
